Fecha,Linea,KM
2022-08-19T00:00:00Z,LI41,13048.14
2023-09-21T00:00:00Z,L103,8812.915
2022-01-10T00:00:00Z,LI41,9768.56
2020-04-25T00:00:00Z,LI41,4101.12
2023-07-18T00:00:00Z,L315,8000.4
2019-11-28T00:00:00Z,L128,5190.731
2022-10-18T00:00:00Z,L130/146,6339.615
2023-07-28T00:00:00Z,L143/136/137,6031.659
2019-06-01T00:00:00Z,LI41,8659.26
2022-05-25T00:00:00Z,L145/133,3879.841
2023-04-10T00:00:00Z,L110,7718.105
2022-11-28T00:00:00Z,L130/146,6201.986
2023-06-14T00:00:00Z,LI41,12252.95
2021-06-26T00:00:00Z,L101,1184.561
2022-09-27T00:00:00Z,L101,4082.627
2020-09-27T00:00:00Z,L146,2710.293
2022-03-15T00:00:00Z,L107,7449.742
2021-11-07T00:00:00Z,L110,3106.132
2022-06-17T00:00:00Z,L145/133,3962.376
2020-08-05T00:00:00Z,L101,1645.998
2020-06-12T00:00:00Z,L740,9154.4
2023-03-18T00:00:00Z,L140,2409.834
2020-08-13T00:00:00Z,L128,3787.735
2022-06-22T00:00:00Z,L140,3681.454
2019-03-26T00:00:00Z,LI41,13031.02
2021-08-02T00:00:00Z,L101,2916.661
2019-06-21T00:00:00Z,L145,6529.507
2023-11-12T00:00:00Z,L140,2211.975
2023-05-23T00:00:00Z,LI41,12534.07
2021-05-01T00:00:00Z,L103,3767.044
2022-05-25T00:00:00Z,L103,3573.548
2020-07-29T00:00:00Z,LIGM,2610.125
2021-12-20T00:00:00Z,L130/146,4824.991
2022-07-19T00:00:00Z,L101,2897.155
2023-05-09T00:00:00Z,LI41,12001.73
2020-03-07T00:00:00Z,L130,1674.734
2020-02-05T00:00:00Z,L125,2130.845
2023-10-25T00:00:00Z,LI41,12094.41
2020-03-17T00:00:00Z,LI41,13463.31
2020-01-30T00:00:00Z,L125,2105.997
2021-10-29T00:00:00Z,L143/136/137,6232.244
2019-10-17T00:00:00Z,L128,5414.268
2022-12-06T00:00:00Z,L315,9514.29
2022-09-19T00:00:00Z,L145/133,8846.77
2023-06-28T00:00:00Z,L107,7880.882
2023-04-24T00:00:00Z,L145/133,8778.86
2020-01-09T00:00:00Z,L143,7236.195
2021-09-29T00:00:00Z,L103,7684.923
2020-01-18T00:00:00Z,L125,1754.423
2019-02-07T00:00:00Z,L128,4486.386
2023-09-07T00:00:00Z,LI41,11999.62
2022-09-19T00:00:00Z,L315,9322.04
2023-09-29T00:00:00Z,LI41,13023.16
2022-03-09T00:00:00Z,L102/144,3944.49
2022-02-14T00:00:00Z,L130/146,4447.202
2019-07-23T00:00:00Z,L107,7963.857
2019-12-13T00:00:00Z,L315,9101.25
2021-11-17T00:00:00Z,L315,7679.1
2021-06-26T00:00:00Z,L740,7274.81
2020-09-23T00:00:00Z,LI41,12144.8
2023-05-13T00:00:00Z,L126,1875.103
2020-11-02T00:00:00Z,L315,7405.81
2019-03-27T00:00:00Z,LI41,12911.12
2020-12-21T00:00:00Z,L130,1554.902
2019-04-14T00:00:00Z,L440,22057.298
2023-05-18T00:00:00Z,L145/133,8703.392
2023-09-22T00:00:00Z,L140,4372.542
2021-06-27T00:00:00Z,L103,3522.893
2023-05-13T00:00:00Z,L101,1866.24
2021-09-23T00:00:00Z,L740,11164.59
2021-12-26T00:00:00Z,L440,20114.07
2023-08-10T00:00:00Z,L143/136/137,6967.637
2022-12-31T00:00:00Z,L138,2247.588
2022-09-07T00:00:00Z,L101,3754.822
2023-10-02T00:00:00Z,LI41,12865.52
2023-01-16T00:00:00Z,L102/144,3282.818
2023-10-17T00:00:00Z,L107,8739.386
2020-09-25T00:00:00Z,LI41,11440.87
2019-08-19T00:00:00Z,L129,1679.965
2020-02-13T00:00:00Z,L101,3278.334
2019-02-25T00:00:00Z,L129,2485.809
2023-09-19T00:00:00Z,LI41,12653.53
2020-10-08T00:00:00Z,LI41,12246.24
2019-02-20T00:00:00Z,LI41,10673.9
2023-09-18T00:00:00Z,LI41,12608.71
2019-10-22T00:00:00Z,L125,2848.522
2023-01-26T00:00:00Z,L103,6902.766
2021-08-03T00:00:00Z,L103,7172.04
2021-09-03T00:00:00Z,L315,6155.53
2022-04-26T00:00:00Z,LEXP,4099.169
2019-09-09T00:00:00Z,LI41,13275.39
2022-08-31T00:00:00Z,L315,9940.66
2019-01-16T00:00:00Z,L128,4456.593
2021-10-08T00:00:00Z,L103,3768.041
2023-04-20T00:00:00Z,LI41,12346.87
2023-03-21T00:00:00Z,L315,8472.69
2020-08-03T00:00:00Z,L107,6376.082
2021-01-04T00:00:00Z,L107,5674.988
2019-06-25T00:00:00Z,LI41,12874.27
2023-11-02T00:00:00Z,LI41,12721.79
2020-11-04T00:00:00Z,L143,6546.922
2021-11-26T00:00:00Z,L130/146,5173.719
2019-10-10T00:00:00Z,L129,3046.549
2022-01-03T00:00:00Z,LI41,10567.41
2023-10-24T00:00:00Z,L103,9011.39
2023-10-12T00:00:00Z,L103,8614.242
2022-10-22T00:00:00Z,L315,8854.31
2020-02-21T00:00:00Z,L143,7195.307
2022-07-05T00:00:00Z,L740,10571.69
2020-10-06T00:00:00Z,LI41,11615.74
2020-02-11T00:00:00Z,LI41,10451.74
2022-11-05T00:00:00Z,L315,8609.21
2021-01-24T00:00:00Z,L101,1626.694
2021-08-26T00:00:00Z,L143/136/137,5870.326
2020-11-01T00:00:00Z,L129,1576.742
2023-08-22T00:00:00Z,LIGM,4353.57
2020-10-31T00:00:00Z,LI41,5583.25
2019-04-03T00:00:00Z,LI41,13070.53
2023-09-21T00:00:00Z,LI41,12449.86
2019-06-18T00:00:00Z,L125,2606.354
2023-04-09T00:00:00Z,L138,2199.576
2023-05-31T00:00:00Z,LI41,12531.3
2019-04-25T00:00:00Z,LI41,13189.76
2023-07-02T00:00:00Z,L103,4246.864
2023-02-08T00:00:00Z,L102/144,3144.83
2022-10-01T00:00:00Z,L103,5323.105
2021-08-18T00:00:00Z,L102/144,3095.768
2022-07-08T00:00:00Z,L130/146,5717.242
2023-09-05T00:00:00Z,L101,3740.792
2022-01-14T00:00:00Z,LI41,9791.07
2022-09-06T00:00:00Z,L315,9832.24
2023-04-25T00:00:00Z,L122,9000.269
2022-05-25T00:00:00Z,L101,1344.923
2020-09-14T00:00:00Z,LI41,12317.71
2020-11-10T00:00:00Z,359V,834.582
2020-02-07T00:00:00Z,L146,5802.725
2023-10-06T00:00:00Z,L102/144,4532.877
2019-11-16T00:00:00Z,L315,8019.099
2022-11-14T00:00:00Z,LI41,12335.46
2022-02-20T00:00:00Z,L110,3246.929
2022-11-03T00:00:00Z,L145/133,8761.934
2023-03-04T00:00:00Z,L101,4523.456
2020-03-31T00:00:00Z,LI41,5035.67
2020-02-13T00:00:00Z,LI41,10595.5
2020-10-18T00:00:00Z,LI41,4792.21
2019-10-26T00:00:00Z,L130,1906.877
2020-12-30T00:00:00Z,L146,5013.596
2023-09-02T00:00:00Z,L146,4038.386
2023-04-22T00:00:00Z,LI41,8417.31
2022-04-21T00:00:00Z,L130/146,6304.294
2022-12-19T00:00:00Z,L140,4040.239
2022-05-30T00:00:00Z,L143/136/137,6412.335
2020-04-14T00:00:00Z,LI41,10792.65
2020-02-12T00:00:00Z,L146,6038.011
2022-07-20T00:00:00Z,L130/146,4851.846
2021-03-05T00:00:00Z,L128,3939.168
2021-09-24T00:00:00Z,L143/136/137,5385.675
2021-12-21T00:00:00Z,L102/144,4422.236
2021-09-26T00:00:00Z,L440,21081.74
2020-10-25T00:00:00Z,LI41,5198.21
2021-07-04T00:00:00Z,L107,2952.236
2021-02-02T00:00:00Z,L130/146,5226.41
2023-10-15T00:00:00Z,L110,3403.61
2021-07-10T00:00:00Z,LI41,6815.82
2023-04-16T00:00:00Z,L315,5472.54
2021-04-07T00:00:00Z,L143/136/137,6689.237
2022-10-05T00:00:00Z,359V,781.155
2019-03-16T00:00:00Z,L130,2042.706
2019-07-02T00:00:00Z,L128,5439.942
2019-10-19T00:00:00Z,L130,1648.851
2020-05-05T00:00:00Z,L107,4869.259
2019-02-21T00:00:00Z,LI41,10523.99
2022-01-13T00:00:00Z,L315,6260.78
2019-04-06T00:00:00Z,L101,2783.279
2022-11-08T00:00:00Z,LI41,12109.5
2020-05-04T00:00:00Z,LI41,7790.38
2019-12-26T00:00:00Z,L125,2207.085
2023-08-20T00:00:00Z,L110,3208.081
2019-06-14T00:00:00Z,L129,2996.902
2019-04-06T00:00:00Z,LI41,8962.34
2023-05-10T00:00:00Z,LIGM,3988.4
2020-08-22T00:00:00Z,L315,5451.25
2019-01-11T00:00:00Z,LI41,10335.56
2020-01-03T00:00:00Z,L101,3107.964
2019-05-28T00:00:00Z,L128,5141.794
2020-08-25T00:00:00Z,L315,7137.17
2022-01-31T00:00:00Z,LI41,10765.23
2023-08-20T00:00:00Z,LI41,4947.61
2022-07-23T00:00:00Z,L101,1709.561
2023-05-13T00:00:00Z,L143/136/137,4278.917
2020-08-06T00:00:00Z,L130,1424.357
2019-06-20T00:00:00Z,L129,1663.765
2022-02-17T00:00:00Z,L107,5598.252
2023-09-09T00:00:00Z,LI41,8004.23
2023-02-04T00:00:00Z,L107,4653.208
2023-11-01T00:00:00Z,LI41,12800.53
2021-03-28T00:00:00Z,L103,3820.222
2023-02-08T00:00:00Z,L128,3667.248
2023-10-04T00:00:00Z,LI41,12474.74
2019-06-15T00:00:00Z,LI41,8272.64
2021-09-28T00:00:00Z,L145/133,8619.822
2022-11-28T00:00:00Z,L315,10332.57
2021-03-08T00:00:00Z,L101,3108.503
2019-06-19T00:00:00Z,L128,5479.176
2022-02-09T00:00:00Z,L143/136/137,5009.199
2020-03-22T00:00:00Z,L101,1139.822
2023-09-15T00:00:00Z,LI41,12196.95
2023-03-24T00:00:00Z,LI41,5333.52
2019-05-25T00:00:00Z,L101,1878.894
2019-08-13T00:00:00Z,L125,2826.838
2021-03-13T00:00:00Z,L315,5410.98
2022-04-21T00:00:00Z,LIGM,5224.057
2022-11-26T00:00:00Z,L315,8649.8
2022-11-07T00:00:00Z,LI41,12051.28
2023-08-23T00:00:00Z,L146,5813.845
2019-09-13T00:00:00Z,LI41,13250.27
2020-12-20T00:00:00Z,L146,2712.904
2022-11-20T00:00:00Z,L138,2221.117
2019-07-15T00:00:00Z,L315,10408.54
2020-02-04T00:00:00Z,LI41,10691.54
2023-06-07T00:00:00Z,L315,8543.65
2022-09-22T00:00:00Z,L130/146,5868.538
2023-09-06T00:00:00Z,L146,5693.436
2019-05-08T00:00:00Z,LI41,12837.64
2023-11-06T00:00:00Z,LI41,12648.21
2020-10-20T00:00:00Z,LI41,12537.82
2023-11-07T00:00:00Z,LI41,12524.87
2023-07-08T00:00:00Z,L146,4317.243
2022-05-25T00:00:00Z,L110,3103.477
2019-04-25T00:00:00Z,L128,5555.21
2020-03-30T00:00:00Z,LI41,5246.58
2019-01-28T00:00:00Z,LI41,10635.33
2023-10-04T00:00:00Z,L146,5648.33
2022-08-22T00:00:00Z,L740,9896.48
2020-10-21T00:00:00Z,LI41,12100.09
2023-11-11T00:00:00Z,L101,1744.139
2023-07-29T00:00:00Z,L107,4989.879
2021-02-17T00:00:00Z,L103,7351.035
2019-03-03T00:00:00Z,L102,2511.194
2022-01-31T00:00:00Z,L440,27143.23
2023-10-19T00:00:00Z,L103,8699.07
2023-11-07T00:00:00Z,L103,8627.917
2023-07-17T00:00:00Z,L740,10209.46
2021-07-11T00:00:00Z,L103,3330.064
2023-10-03T00:00:00Z,L146,5626.872
2023-07-22T00:00:00Z,L101,1719.679
2022-03-30T00:00:00Z,L143/136/137,6481.296
2022-04-14T00:00:00Z,L101,1727.336
2019-03-21T00:00:00Z,LI41,12656.47
2020-11-06T00:00:00Z,L107,6481.981
2020-06-29T00:00:00Z,L130,1770.124
2020-10-24T00:00:00Z,L125,1097.813
2019-07-05T00:00:00Z,L129,3061.386
2022-07-01T00:00:00Z,L130/146,6071.759
2023-08-14T00:00:00Z,LI41,12157.41
2019-04-22T00:00:00Z,LI41,12724.32
2020-01-07T00:00:00Z,LI41,10917.49
2023-05-10T00:00:00Z,LI41,12308.16
2019-10-14T00:00:00Z,L101,1941.832
2021-11-11T00:00:00Z,L315,7987.17
2020-03-07T00:00:00Z,L315,8071.486
2022-03-02T00:00:00Z,LI41,13404.29
2022-11-19T00:00:00Z,L315,8002.54
2022-03-03T00:00:00Z,L143/136/137,6930.37
2023-09-06T00:00:00Z,LI41,12024.86
2020-04-24T00:00:00Z,LI41,8009.35
2023-10-05T00:00:00Z,LI41,12805.96
2020-11-14T00:00:00Z,LI41,5515.1
2020-08-20T00:00:00Z,L128,3786.618
2021-01-06T00:00:00Z,L107,5917.674
2019-07-18T00:00:00Z,L128,4714.504
2022-03-11T00:00:00Z,L143/136/137,6789.889
2020-08-03T00:00:00Z,L130,1642.744
2023-07-12T00:00:00Z,L107,7797.371
2019-05-31T00:00:00Z,LI41,12690.15
2019-09-07T00:00:00Z,L128,3818.127
2021-08-08T00:00:00Z,L103,3856.5
2019-04-27T00:00:00Z,L102,3079.799
2022-03-23T00:00:00Z,L102/144,3596.592
2019-02-28T00:00:00Z,LI41,10763.26
2023-05-19T00:00:00Z,L122,8927.589
2021-08-06T00:00:00Z,L110,7684.306
2022-06-15T00:00:00Z,L122,8471.246
2019-09-21T00:00:00Z,L315,8788.889
2019-02-01T00:00:00Z,LI41,10668.77
2021-08-01T00:00:00Z,L103,3519.641
2022-05-10T00:00:00Z,L103,7659.507
2023-06-10T00:00:00Z,L103,6585.279
2022-08-07T00:00:00Z,L315,5846.61
2022-01-15T00:00:00Z,L102/144,2206.967
2021-08-25T00:00:00Z,L143/136/137,5692.922
2023-09-26T00:00:00Z,L146,5752.612
2021-10-31T00:00:00Z,L440,20063.84
2023-10-07T00:00:00Z,L101,1684.403
2023-09-06T00:00:00Z,L101,3764.855
2023-02-03T00:00:00Z,L315,7098.73
2019-06-26T00:00:00Z,L125,2613.667
2021-12-27T00:00:00Z,L315,7660.09
2023-10-24T00:00:00Z,LI41,11690.83
2020-09-26T00:00:00Z,L128,1879.15
2019-02-17T00:00:00Z,L440,22203.237
2019-08-01T00:00:00Z,LI41,12429.21
2022-08-20T00:00:00Z,359V,1048.803
2019-11-23T00:00:00Z,L130,1793.791
2023-05-05T00:00:00Z,LI41,12578.43
2019-12-30T00:00:00Z,L101,3421.258
2020-11-10T00:00:00Z,L125,1340.493
2019-05-23T00:00:00Z,LI41,12737.07
2020-03-29T00:00:00Z,LI41,4070.96
2023-09-19T00:00:00Z,L103,9397.408
2019-08-26T00:00:00Z,L107,7257.232
2019-02-17T00:00:00Z,L102,2748.505
2019-01-24T00:00:00Z,LI41,10618.64
2019-02-06T00:00:00Z,LI41,10255.95
2023-10-08T00:00:00Z,L315,6002.13
2022-09-09T00:00:00Z,L315,10247.8
2023-07-12T00:00:00Z,L103,8956.866
2023-10-09T00:00:00Z,LI41,11697.75
2020-10-03T00:00:00Z,L101,1640.202
2020-01-30T00:00:00Z,L144,1903.407
2022-09-18T00:00:00Z,L315,6544.09
2020-06-15T00:00:00Z,L101,1713.933
2020-08-07T00:00:00Z,L103,7141.114
2023-09-04T00:00:00Z,L146,5629.923
2020-08-20T00:00:00Z,L315,6856.81
2023-01-27T00:00:00Z,L101,2852.684
2023-03-28T00:00:00Z,LI41,12517.44
2023-04-08T00:00:00Z,L101,1889.515
2019-01-07T00:00:00Z,L129,2698.34
2022-06-25T00:00:00Z,L143/136/137,4315.968
2019-11-16T00:00:00Z,L125,1782.492
2020-04-27T00:00:00Z,L128,2915.275
2019-05-22T00:00:00Z,L125,3170.363
2020-01-22T00:00:00Z,L102,2855.388
2023-09-29T00:00:00Z,L146,5661.288
2021-10-28T00:00:00Z,L101,3313.119
2021-11-30T00:00:00Z,L145/133,8774.462
2019-05-25T00:00:00Z,L129,1856.059
2020-03-18T00:00:00Z,L128,4661.957
2020-05-25T00:00:00Z,LI41,5012.95
2020-02-29T00:00:00Z,L130,1814.138
2022-10-06T00:00:00Z,L143/136/137,6628.195
2022-10-18T00:00:00Z,L315,9632.28
2023-11-08T00:00:00Z,LI41,12750.56
2019-09-13T00:00:00Z,L102,3819.257
2019-05-16T00:00:00Z,LI41,12666.15
2023-06-12T00:00:00Z,L122,9220.55
2021-11-12T00:00:00Z,L315,6754.49
2023-11-09T00:00:00Z,L140,4285.404
2022-11-08T00:00:00Z,LIGM,4572.001
2023-08-02T00:00:00Z,L122,9135.968
2022-08-11T00:00:00Z,L107,7532.747
2022-11-15T00:00:00Z,L102/144,3080.503
2022-09-10T00:00:00Z,L101,1753.421
2023-10-02T00:00:00Z,L146,6285.021
2022-10-20T00:00:00Z,L101,3967.023
2023-07-17T00:00:00Z,L103,6990.057
2021-08-30T00:00:00Z,L145/133,7943.347
2023-09-27T00:00:00Z,L146,5758.742
2022-11-10T00:00:00Z,LI41,12503.67
2023-10-11T00:00:00Z,L103,8886.905
2023-10-26T00:00:00Z,LI41,11564.27
2019-08-31T00:00:00Z,L130,2066.514
2023-09-22T00:00:00Z,L146,5456.67
2023-03-09T00:00:00Z,L315,9332.91
2019-04-06T00:00:00Z,L125,2055.442
2022-04-12T00:00:00Z,L143/136/137,6846.966
2020-01-11T00:00:00Z,L125,1723.456
2021-10-15T00:00:00Z,L103,7409.767
2023-08-12T00:00:00Z,LI41,7918.7
2022-06-27T00:00:00Z,L315,11344.69
2019-12-14T00:00:00Z,L101,2397.71
2021-07-27T00:00:00Z,LIGM,5172.054
2022-10-13T00:00:00Z,L315,9508.99
2022-10-24T00:00:00Z,L315,9782.79
2019-02-06T00:00:00Z,LIGM,3256.283
2019-01-19T00:00:00Z,L102,2914.09
2019-12-24T00:00:00Z,L740,8704.63
2019-09-18T00:00:00Z,L128,5265.97
2021-10-23T00:00:00Z,L143/136/137,4238.131
2019-04-01T00:00:00Z,LI41,12878.38
2020-08-13T00:00:00Z,L107,5393.217
2021-04-23T00:00:00Z,L102/144,3955.848
2022-11-18T00:00:00Z,L140,4421.723
2020-03-05T00:00:00Z,L315,9240.821
2022-11-05T00:00:00Z,LI41,8264.27
2022-01-28T00:00:00Z,L315,6413.12
2022-06-25T00:00:00Z,L140,2724.947
2023-10-10T00:00:00Z,LI41,11929.64
2023-04-04T00:00:00Z,L315,9004.29
2020-08-11T00:00:00Z,L315,7020.8
2022-01-17T00:00:00Z,L315,5621.77
2022-07-30T00:00:00Z,L140,2877.821
2023-06-30T00:00:00Z,L101,4432.225
2023-07-14T00:00:00Z,L143/136/137,6744.976
2023-09-03T00:00:00Z,LI41,5375.45
2021-11-01T00:00:00Z,L101,3430.244
2020-10-07T00:00:00Z,L130,1174.283
2020-06-16T00:00:00Z,L130,1711.553
2020-03-14T00:00:00Z,L107,6244.238
2021-06-13T00:00:00Z,L145/133,4197.683
2023-07-29T00:00:00Z,L101,1731.619
2020-01-21T00:00:00Z,L128,4340.448
2019-07-16T00:00:00Z,L128,4728.773
2019-02-07T00:00:00Z,LI41,10502.65
2022-09-08T00:00:00Z,L145/133,9419.53
2020-11-05T00:00:00Z,L103,6984.098
2020-01-16T00:00:00Z,L125,2143.22
2020-08-10T00:00:00Z,L103,7005.859
2020-08-19T00:00:00Z,L103,6331.366
2020-09-23T00:00:00Z,L315,7044.4
2021-06-04T00:00:00Z,L101,2177.576
2019-06-05T00:00:00Z,LI41,12542.73
2019-03-02T00:00:00Z,L102,3390.49
2022-12-28T00:00:00Z,LI41,9867.11
2019-05-28T00:00:00Z,LI41,12016.13
2019-04-20T00:00:00Z,LI41,8933.8
2022-01-20T00:00:00Z,LI41,10516.72
2023-02-23T00:00:00Z,LIGM,4062.32
2022-10-15T00:00:00Z,L101,1755.196
2022-06-21T00:00:00Z,LIGM,4435.863
2022-11-09T00:00:00Z,LI41,12357.84
2019-06-11T00:00:00Z,L129,3139.16
2020-05-07T00:00:00Z,L125,773.88
2023-05-04T00:00:00Z,LI41,12327.07
2022-10-26T00:00:00Z,L315,9218.64
2022-08-10T00:00:00Z,L101,3880.865
2022-06-30T00:00:00Z,L102/144,3598.668
2020-04-19T00:00:00Z,LI41,3514.35
2023-01-20T00:00:00Z,LI41,10001.42
2023-08-03T00:00:00Z,L101,4404.739
2020-10-28T00:00:00Z,L125,1147.447
2020-08-09T00:00:00Z,L440,19727.815
2019-05-03T00:00:00Z,LI41,12829.46
2022-08-03T00:00:00Z,L315,9773.96
2023-04-30T00:00:00Z,L315,5171.16
2023-02-23T00:00:00Z,L146,4272.725
2022-12-10T00:00:00Z,L101,1635.703
2022-01-25T00:00:00Z,L102/144,2400.504
2019-05-23T00:00:00Z,L125,2841.33
2021-11-09T00:00:00Z,L145/133,8663.877
2023-11-13T00:00:00Z,LIGM,3988.009
2023-07-23T00:00:00Z,L110,3018.446
2021-09-10T00:00:00Z,L130/146,5820.22
2019-03-28T00:00:00Z,LI41,13250
2019-08-21T00:00:00Z,L107,7688.733
2019-05-10T00:00:00Z,L128,5533.745
2021-12-26T00:00:00Z,L145/133,3910.126
2019-10-10T00:00:00Z,L128,5418.592
2019-02-13T00:00:00Z,LI41,10620.49
2019-09-22T00:00:00Z,L128,2953.683
2020-02-08T00:00:00Z,L125,1765.948
2021-12-04T00:00:00Z,L102/144,2014.408
2021-11-19T00:00:00Z,L130/146,5685.438
2019-04-18T00:00:00Z,LI41,9043.37
2022-12-31T00:00:00Z,L110,5156.896
2019-11-15T00:00:00Z,L107,6176.167
2023-04-06T00:00:00Z,L143/136/137,4373.765
2019-11-08T00:00:00Z,L129,2996.949
2020-06-22T00:00:00Z,L740,8298.97
2019-09-27T00:00:00Z,L128,5246.624
2020-04-15T00:00:00Z,L128,2845.758
2020-02-04T00:00:00Z,L128,4177.966
2019-06-19T00:00:00Z,LI41,11999.56
2020-12-07T00:00:00Z,L129,1625.764
2019-07-07T00:00:00Z,L128,2784.087
2020-07-31T00:00:00Z,L107,6285.393
2019-07-02T00:00:00Z,L125,2761.266
2020-05-12T00:00:00Z,L740,7649.76
2019-02-03T00:00:00Z,L440,22541.706
2019-04-09T00:00:00Z,LI41,12966
2019-10-07T00:00:00Z,L315,9957.722
2019-01-09T00:00:00Z,LI41,10489.79
2022-07-05T00:00:00Z,L102/144,3883.982
2019-01-23T00:00:00Z,L146,5411.54
2019-05-07T00:00:00Z,LI41,12923.31
2023-08-26T00:00:00Z,L103,5633.042
2020-03-21T00:00:00Z,L130,1628.912
2023-10-28T00:00:00Z,L107,5262.859
2020-08-13T00:00:00Z,L103,6804.845
2019-05-05T00:00:00Z,L102,2446.745
2019-03-30T00:00:00Z,L101,2716.438
2019-01-08T00:00:00Z,LI41,10646.33
2019-08-21T00:00:00Z,L125,2855.713
2023-07-10T00:00:00Z,L101,4157.692
2023-05-20T00:00:00Z,L146,4146.138
2019-03-18T00:00:00Z,LI41,12990.65
2023-10-21T00:00:00Z,LI41,7941.47
2022-03-13T00:00:00Z,L440,19865.64
2020-06-25T00:00:00Z,L125,1655.344
2021-01-10T00:00:00Z,L146,2539.272
2022-02-05T00:00:00Z,359V,860.918
2021-11-17T00:00:00Z,L130/146,6390.729
2019-10-27T00:00:00Z,L101,2034.207
2019-07-23T00:00:00Z,L128,5487.99
2019-01-15T00:00:00Z,LI41,10621.89
2021-06-21T00:00:00Z,L103,3429.169
2023-02-14T00:00:00Z,L146,4478.334
2023-08-17T00:00:00Z,L146,5690.277
2022-10-23T00:00:00Z,L103,3464.216
2019-04-18T00:00:00Z,L125,1947.422
2021-03-18T00:00:00Z,L101,3390.946
2021-10-21T00:00:00Z,L101,3345.769
2021-01-22T00:00:00Z,L143,6408.34
2020-12-23T00:00:00Z,L101,2211.201
2022-06-03T00:00:00Z,L101,3803.967
2022-06-19T00:00:00Z,L103,3337.308
2020-01-02T00:00:00Z,L125,2381.052
2021-12-25T00:00:00Z,L315,4132.1
2021-12-31T00:00:00Z,LI41,7412.26
2021-09-10T00:00:00Z,L101,3116.659
2019-01-04T00:00:00Z,LI41,10745.83
2019-04-12T00:00:00Z,LI41,12798.75
2021-08-20T00:00:00Z,L143/136/137,6241.903
2019-07-05T00:00:00Z,L128,5361.64
2019-12-25T00:00:00Z,L129,1778.861
2023-10-05T00:00:00Z,L107,8124.167
2019-03-25T00:00:00Z,LI41,12778.5
2021-09-09T00:00:00Z,L143/136/137,6063.888
2023-08-09T00:00:00Z,L101,4073.87
2022-01-03T00:00:00Z,L101,2169.777
2021-01-25T00:00:00Z,L102/144,2829.163
2019-01-25T00:00:00Z,LI41,10440.17
2020-08-22T00:00:00Z,L107,4667.96
2022-12-05T00:00:00Z,L130/146,5856.341
2021-07-03T00:00:00Z,L101,1156.747
2019-05-09T00:00:00Z,LI41,12939.7
2022-03-16T00:00:00Z,L143/136/137,6816.489
2020-03-05T00:00:00Z,L125,2814.056
2019-01-23T00:00:00Z,LI41,10419.33
2019-01-12T00:00:00Z,L129,2287.57
2023-06-29T00:00:00Z,L143/136/137,7656.987
2022-08-12T00:00:00Z,L107,7622.323
2019-01-06T00:00:00Z,L440,23629.439
2023-04-12T00:00:00Z,L315,8438.01
2019-08-18T00:00:00Z,L102,1560.741
2020-03-31T00:00:00Z,L101,1738.12
2019-08-20T00:00:00Z,L315,9870.081
2021-12-12T00:00:00Z,L740,4717.26
2019-10-14T00:00:00Z,L125,1112.302
2021-10-30T00:00:00Z,L101,1822.712
2021-08-03T00:00:00Z,L102/144,3215.205
2022-11-17T00:00:00Z,L315,9942.66
2021-08-07T00:00:00Z,L143/136/137,4413.014
2020-10-22T00:00:00Z,LI41,12005.78
2023-10-12T00:00:00Z,L146,5491.193
2022-09-12T00:00:00Z,L107,7783.576
2021-10-24T00:00:00Z,L110,2744.375
2023-05-19T00:00:00Z,L107,8160.92
2019-10-14T00:00:00Z,L128,3188.192
2022-12-30T00:00:00Z,L138,2953.009
2020-06-24T00:00:00Z,L107,6372.511
2021-08-10T00:00:00Z,L143/136/137,5961.145
2022-12-29T00:00:00Z,L107,6033.975
2023-06-03T00:00:00Z,L146,4341.96
2022-11-16T00:00:00Z,L315,9862.03
2021-12-30T00:00:00Z,L130/146,4830.738
2019-05-04T00:00:00Z,L125,2031.131
2022-09-16T00:00:00Z,L130/146,6221.717
2021-06-06T00:00:00Z,L103,3459.016
2020-11-22T00:00:00Z,L144,986.689
2023-08-24T00:00:00Z,LI41,12084.36
2021-03-04T00:00:00Z,L107,7239.912
2019-02-18T00:00:00Z,L146,5696.398
2019-12-16T00:00:00Z,L125,2348.37
2022-01-12T00:00:00Z,L102/144,2169.894
2023-08-09T00:00:00Z,LI41,12119.51
2020-09-30T00:00:00Z,L130,1171.932
2019-07-14T00:00:00Z,L440,22402.243
2022-06-22T00:00:00Z,L138,3477.515
2023-08-15T00:00:00Z,L107,7990.475
2020-12-11T00:00:00Z,L125,1621.92
2021-01-05T00:00:00Z,L103,6402.785
2020-08-06T00:00:00Z,L103,6927.037
2019-09-03T00:00:00Z,L129,2828.53
2023-06-06T00:00:00Z,L107,7781.77
2019-01-03T00:00:00Z,LI41,10594.16
2023-09-03T00:00:00Z,L138,2065.522
2019-01-21T00:00:00Z,L128,4501.306
2019-06-27T00:00:00Z,L128,5525.598
2019-03-06T00:00:00Z,LI41,12599.68
2022-11-23T00:00:00Z,L101,4140.31
2021-02-25T00:00:00Z,L103,7341.482
2021-07-28T00:00:00Z,L110,6990.646
2023-05-21T00:00:00Z,L440,19507.61
2022-08-16T00:00:00Z,L122,9069.628
2020-12-11T00:00:00Z,L103,7044.235
2022-06-08T00:00:00Z,L103,7476.266
2023-10-28T00:00:00Z,L138,2730.624
2023-03-04T00:00:00Z,L103,5296.974
2019-08-01T00:00:00Z,L102,3712.091
2023-09-14T00:00:00Z,L143/136/137,7440.407
2019-02-25T00:00:00Z,LI41,10596.42
