Semana,des_lin,Cantidad_Pasajeros
2019-05-12T00:00:00Z,EXPRESO,122044
2019-05-12T00:00:00Z,CP25 A,34755
2019-05-12T00:00:00Z,C AZUL,25161
2019-05-12T00:00:00Z,35/9,103711
2019-05-12T00:00:00Z,LINEA A,89975
2019-05-12T00:00:00Z,CP33/9,59065
2019-05-12T00:00:00Z,MORENO 203,519143
2019-05-12T00:00:00Z,103,147147
2019-05-12T00:00:00Z,143,116019
2019-05-12T00:00:00Z,125,38194
2019-05-12T00:00:00Z,41,289855
2019-05-12T00:00:00Z,110,147066
2019-05-12T00:00:00Z,C NEGRA,31595
2019-05-12T00:00:00Z,128,86859
2019-05-12T00:00:00Z,145,100482
2019-05-12T00:00:00Z,146,99931
2019-05-12T00:00:00Z,142,159671
2019-05-12T00:00:00Z,144,54996
2019-05-12T00:00:00Z,102,84767
2019-05-12T00:00:00Z,101,67242
2019-05-12T00:00:00Z,130,52348
2019-05-12T00:00:00Z,129,42643
2019-05-12T00:00:00Z,RINCÓN,115944
2019-05-12T00:00:00Z,35/9 V,123486
2019-05-12T00:00:00Z,VILLA CONS,6438
2019-05-12T00:00:00Z,FABRICA,5434
2019-05-12T00:00:00Z,C ROJA,1069
2019-05-19T00:00:00Z,107,158669
2019-05-19T00:00:00Z,315,139380
2019-05-19T00:00:00Z,440,625458
2019-05-19T00:00:00Z,740,214262
2019-05-19T00:00:00Z,PILAR 203,358260
2019-05-19T00:00:00Z,CN33/9,21403
2019-05-19T00:00:00Z,EXPRESO,112691
2019-05-19T00:00:00Z,CP25 A,32556
2019-05-19T00:00:00Z,C AZUL,23278
2019-05-19T00:00:00Z,35/9,94630
2019-05-19T00:00:00Z,LINEA A,80837
2019-05-19T00:00:00Z,CP33/9,53613
2019-05-19T00:00:00Z,MORENO 203,493439
2019-05-19T00:00:00Z,103,135987
2019-05-19T00:00:00Z,143,108681
2019-05-19T00:00:00Z,125,34015
2019-05-19T00:00:00Z,41,273083
2019-05-19T00:00:00Z,110,134100
2019-05-19T00:00:00Z,C NEGRA,27564
2019-05-19T00:00:00Z,128,79687
2019-05-19T00:00:00Z,145,93782
2019-05-19T00:00:00Z,146,94778
2019-05-19T00:00:00Z,142,148178
2019-05-19T00:00:00Z,144,55923
2019-05-19T00:00:00Z,102,82492
2019-05-19T00:00:00Z,101,67337
2019-05-19T00:00:00Z,130,49302
2019-05-19T00:00:00Z,129,39622
2019-05-19T00:00:00Z,RINCÓN,106052
2019-05-19T00:00:00Z,35/9 V,113239
2019-05-19T00:00:00Z,VILLA CONS,5731
2019-05-19T00:00:00Z,FABRICA,5391
2019-05-19T00:00:00Z,C ROJA,975
2019-05-26T00:00:00Z,107,138140
2019-05-26T00:00:00Z,315,126510
2019-05-26T00:00:00Z,440,554544
2019-05-26T00:00:00Z,740,188445
2019-05-26T00:00:00Z,PILAR 203,306976
2019-05-26T00:00:00Z,CN33/9,19242
2019-05-26T00:00:00Z,EXPRESO,96770
2019-05-26T00:00:00Z,CP25 A,28933
2019-05-26T00:00:00Z,C AZUL,19964
2019-05-26T00:00:00Z,35/9,82372
2019-05-26T00:00:00Z,LINEA A,72210
2019-05-26T00:00:00Z,CP33/9,46903
2019-05-26T00:00:00Z,MORENO 203,427781
2019-05-26T00:00:00Z,103,116969
2019-05-26T00:00:00Z,143,94182
2019-05-26T00:00:00Z,125,29248
2019-05-26T00:00:00Z,41,229284
2019-05-26T00:00:00Z,110,117351
2019-05-26T00:00:00Z,C NEGRA,24402
2019-05-26T00:00:00Z,128,69645
2019-05-26T00:00:00Z,145,79188
2019-05-26T00:00:00Z,146,82595
2019-05-26T00:00:00Z,142,129335
2019-05-26T00:00:00Z,144,45869
2019-05-26T00:00:00Z,102,69666
2019-05-26T00:00:00Z,101,56873
2019-05-26T00:00:00Z,130,42078
2019-05-26T00:00:00Z,129,33185
2019-05-26T00:00:00Z,RINCÓN,92882
2019-05-26T00:00:00Z,35/9 V,98996
2019-05-26T00:00:00Z,VILLA CONS,4729
2019-05-26T00:00:00Z,FABRICA,4157
2019-05-26T00:00:00Z,C ROJA,603
2019-06-02T00:00:00Z,107,169199
2019-06-02T00:00:00Z,315,157860
2019-06-02T00:00:00Z,440,685039
2019-06-02T00:00:00Z,740,235746
2019-06-02T00:00:00Z,PILAR 203,372944
2019-06-02T00:00:00Z,CN33/9,22903
2019-06-02T00:00:00Z,EXPRESO,119792
2019-06-02T00:00:00Z,CP25 A,35423
2019-06-02T00:00:00Z,C AZUL,25294
2019-06-02T00:00:00Z,35/9,102370
2019-06-02T00:00:00Z,LINEA A,87782
2019-06-02T00:00:00Z,CP33/9,58164
2019-06-02T00:00:00Z,MORENO 203,523997
2019-06-02T00:00:00Z,103,144565
2019-06-02T00:00:00Z,143,114712
2019-06-02T00:00:00Z,125,37405
2019-06-02T00:00:00Z,41,281281
2019-06-02T00:00:00Z,110,146711
2019-06-02T00:00:00Z,C NEGRA,30984
2019-06-02T00:00:00Z,128,85354
2019-06-02T00:00:00Z,145,97607
2019-06-02T00:00:00Z,146,103668
2019-06-02T00:00:00Z,142,159232
2019-06-02T00:00:00Z,144,57301
2019-06-02T00:00:00Z,102,88522
2019-06-02T00:00:00Z,101,70364
2019-06-02T00:00:00Z,130,52722
2019-06-02T00:00:00Z,129,40870
2019-06-02T00:00:00Z,RINCÓN,114973
2019-06-02T00:00:00Z,35/9 V,123834
2019-06-02T00:00:00Z,VILLA CONS,6460
2019-06-02T00:00:00Z,FABRICA,5083
2019-06-02T00:00:00Z,C ROJA,991
2019-06-09T00:00:00Z,107,171432
2019-06-09T00:00:00Z,315,144809
2019-06-09T00:00:00Z,440,643192
2019-06-09T00:00:00Z,740,218339
2019-06-09T00:00:00Z,PILAR 203,351669
2019-06-09T00:00:00Z,CN33/9,23133
2019-06-09T00:00:00Z,EXPRESO,120152
2019-06-09T00:00:00Z,CP25 A,33851
2019-06-09T00:00:00Z,C AZUL,24713
2019-06-09T00:00:00Z,35/9,100312
2019-06-09T00:00:00Z,LINEA A,86100
2019-06-09T00:00:00Z,CP33/9,55806
2019-06-09T00:00:00Z,MORENO 203,489225
2019-06-09T00:00:00Z,103,146173
2019-06-09T00:00:00Z,143,115284
2019-06-09T00:00:00Z,125,38007
2019-06-09T00:00:00Z,41,273000
2019-06-09T00:00:00Z,110,148287
2019-06-09T00:00:00Z,C NEGRA,30489
2019-06-09T00:00:00Z,128,86753
2019-06-09T00:00:00Z,145,99224
2019-06-09T00:00:00Z,146,103993
2019-06-09T00:00:00Z,142,158344
2019-06-09T00:00:00Z,144,58493
2019-06-09T00:00:00Z,102,88998
2019-06-09T00:00:00Z,101,71944
2019-06-09T00:00:00Z,130,53057
2019-06-09T00:00:00Z,129,41720
2019-06-09T00:00:00Z,RINCÓN,113095
2019-06-09T00:00:00Z,35/9 V,122172
2019-06-09T00:00:00Z,VILLA CONS,6072
2019-06-09T00:00:00Z,FABRICA,5390
2019-06-09T00:00:00Z,C ROJA,1041
2019-06-16T00:00:00Z,107,122568
2019-06-16T00:00:00Z,315,114948
2019-06-16T00:00:00Z,440,496374
2019-06-16T00:00:00Z,740,170155
2019-06-16T00:00:00Z,PILAR 203,292076
2019-06-16T00:00:00Z,CN33/9,20798
2019-06-16T00:00:00Z,EXPRESO,94079
2019-06-16T00:00:00Z,CP25 A,25859
2019-06-16T00:00:00Z,C AZUL,19097
2019-06-16T00:00:00Z,35/9,73949
2019-06-16T00:00:00Z,LINEA A,72494
2019-06-16T00:00:00Z,CP33/9,43413
2019-06-16T00:00:00Z,MORENO 203,408276
2019-06-16T00:00:00Z,103,105051
2019-06-16T00:00:00Z,143,83775
2019-06-16T00:00:00Z,125,25928
2019-06-16T00:00:00Z,41,206117
2019-06-16T00:00:00Z,110,105692
2019-06-16T00:00:00Z,C NEGRA,22163
2019-06-16T00:00:00Z,128,60778
2019-06-16T00:00:00Z,145,68641
2019-06-16T00:00:00Z,146,75850
2019-06-16T00:00:00Z,142,110419
2019-06-16T00:00:00Z,144,37034
2019-06-16T00:00:00Z,102,58791
2019-06-16T00:00:00Z,101,45656
2019-06-16T00:00:00Z,130,36081
2019-06-16T00:00:00Z,129,28401
2019-06-16T00:00:00Z,RINCÓN,85967
2019-06-16T00:00:00Z,35/9 V,87101
2019-06-16T00:00:00Z,VILLA CONS,2163
2019-06-16T00:00:00Z,FABRICA,300
2019-06-16T00:00:00Z,C ROJA,530
2019-06-23T00:00:00Z,107,165014
2019-06-23T00:00:00Z,315,145865
2019-06-23T00:00:00Z,440,642393
2019-06-23T00:00:00Z,740,220437
2019-06-23T00:00:00Z,PILAR 203,356584
2019-06-23T00:00:00Z,CN33/9,22373
2019-06-23T00:00:00Z,EXPRESO,115633
2019-06-23T00:00:00Z,CP25 A,32910
2019-06-23T00:00:00Z,C AZUL,24111
2019-06-23T00:00:00Z,35/9,98240
2019-06-23T00:00:00Z,LINEA A,85609
2019-06-23T00:00:00Z,CP33/9,54265
2019-06-23T00:00:00Z,MORENO 203,513530
2019-06-23T00:00:00Z,103,142154
2019-06-23T00:00:00Z,143,111799
2019-06-23T00:00:00Z,125,35836
2019-06-23T00:00:00Z,41,264766
2019-06-23T00:00:00Z,110,143851
2019-06-23T00:00:00Z,C NEGRA,29501
2019-06-23T00:00:00Z,128,83285
2019-06-23T00:00:00Z,145,94112
2019-06-23T00:00:00Z,146,99553
2019-06-23T00:00:00Z,142,153381
2019-06-23T00:00:00Z,144,54633
2019-06-23T00:00:00Z,102,82750
2019-06-23T00:00:00Z,101,66019
2019-06-23T00:00:00Z,130,51589
2019-06-23T00:00:00Z,129,40590
2019-06-23T00:00:00Z,RINCÓN,107967
2019-06-23T00:00:00Z,35/9 V,120104
2019-06-23T00:00:00Z,VILLA CONS,3198
2019-06-23T00:00:00Z,FABRICA,583
2019-06-23T00:00:00Z,C ROJA,906
2019-06-30T00:00:00Z,107,159275
2019-06-30T00:00:00Z,315,148637
2019-06-30T00:00:00Z,440,656081
2019-06-30T00:00:00Z,740,224266
2019-06-30T00:00:00Z,PILAR 203,364977
2019-06-30T00:00:00Z,CN33/9,21868
2019-06-30T00:00:00Z,EXPRESO,111301
2019-06-30T00:00:00Z,CP25 A,31269
2019-06-30T00:00:00Z,C AZUL,23278
2019-06-30T00:00:00Z,35/9,93684
2019-06-30T00:00:00Z,LINEA A,84806
2019-06-30T00:00:00Z,CP33/9,51942
2019-06-30T00:00:00Z,MORENO 203,509288
2019-06-30T00:00:00Z,103,134071
2019-06-30T00:00:00Z,143,106035
2019-06-30T00:00:00Z,125,34492
2019-06-30T00:00:00Z,41,264563
2019-06-30T00:00:00Z,110,136057
2019-06-30T00:00:00Z,C NEGRA,27765
2019-06-30T00:00:00Z,128,78558
2019-06-30T00:00:00Z,145,89879
2019-06-30T00:00:00Z,146,95442
2019-06-30T00:00:00Z,142,146669
2019-06-30T00:00:00Z,144,51281
2019-06-30T00:00:00Z,102,78819
2019-06-30T00:00:00Z,101,62370
2019-06-30T00:00:00Z,130,48335
2019-06-30T00:00:00Z,129,37299
2019-06-30T00:00:00Z,RINCÓN,103883
2019-06-30T00:00:00Z,35/9 V,114413
2019-06-30T00:00:00Z,VILLA CONS,2162
2019-06-30T00:00:00Z,FABRICA,263
2019-06-30T00:00:00Z,C ROJA,723
2019-07-07T00:00:00Z,107,110249
2019-07-07T00:00:00Z,315,134487
2019-07-07T00:00:00Z,440,541834
2019-07-07T00:00:00Z,740,185393
2019-07-07T00:00:00Z,PILAR 203,320705
2019-07-07T00:00:00Z,CN33/9,18356
2019-07-07T00:00:00Z,EXPRESO,87209
2019-07-07T00:00:00Z,CP25 A,20073
2019-07-07T00:00:00Z,C AZUL,13702
2019-07-07T00:00:00Z,35/9,66206
2019-07-07T00:00:00Z,LINEA A,71151
2019-07-07T00:00:00Z,CP33/9,36727
2019-07-07T00:00:00Z,MORENO 203,456482
2019-07-07T00:00:00Z,103,100579
2019-07-07T00:00:00Z,143,75102
2019-07-07T00:00:00Z,125,21809
2019-07-07T00:00:00Z,41,219765
2019-07-07T00:00:00Z,110,96828
2019-07-07T00:00:00Z,C NEGRA,15134
2019-07-07T00:00:00Z,128,54752
2019-07-07T00:00:00Z,145,57857
2019-07-07T00:00:00Z,146,69955
2019-07-07T00:00:00Z,142,102575
2019-07-07T00:00:00Z,144,24773
2019-07-07T00:00:00Z,102,45157
2019-07-07T00:00:00Z,101,31998
2019-07-07T00:00:00Z,130,31901
2019-07-07T00:00:00Z,129,25356
2019-07-07T00:00:00Z,RINCÓN,62215
2019-07-07T00:00:00Z,35/9 V,80961
2019-07-07T00:00:00Z,VILLA CONS,1070
2019-07-07T00:00:00Z,FABRICA,296
2019-07-07T00:00:00Z,C ROJA,153
2019-07-14T00:00:00Z,107,134732
2019-07-14T00:00:00Z,315,155584
2019-07-14T00:00:00Z,440,681080
2019-07-14T00:00:00Z,740,239206
2019-07-14T00:00:00Z,PILAR 203,378556
2019-07-14T00:00:00Z,CN33/9,19340
2019-07-14T00:00:00Z,EXPRESO,97889
2019-07-14T00:00:00Z,CP25 A,25754
2019-07-14T00:00:00Z,C AZUL,18635
2019-07-14T00:00:00Z,35/9,83398
2019-07-14T00:00:00Z,LINEA A,79506
2019-07-14T00:00:00Z,CP33/9,44255
2019-07-14T00:00:00Z,MORENO 203,513967
2019-07-14T00:00:00Z,103,124141
2019-07-14T00:00:00Z,143,90198
2019-07-14T00:00:00Z,125,28240
2019-07-14T00:00:00Z,41,267188
2019-07-14T00:00:00Z,110,121420
2019-07-14T00:00:00Z,C NEGRA,21854
2019-07-14T00:00:00Z,128,68597
2019-07-14T00:00:00Z,145,75107
2019-07-14T00:00:00Z,146,84489
2019-07-14T00:00:00Z,142,126814
2019-07-14T00:00:00Z,144,33423
2019-07-14T00:00:00Z,102,58179
2019-07-14T00:00:00Z,101,41697
2019-07-14T00:00:00Z,130,39450
2019-07-14T00:00:00Z,129,31468
2019-07-14T00:00:00Z,RINCÓN,83362
2019-07-14T00:00:00Z,35/9 V,104350
2019-07-14T00:00:00Z,VILLA CONS,1647
2019-07-14T00:00:00Z,FABRICA,622
2019-07-14T00:00:00Z,C ROJA,255
2019-07-14T00:00:00Z,133,7465
2019-07-21T00:00:00Z,107,118955
2019-07-21T00:00:00Z,133,90576
2019-07-21T00:00:00Z,315,130897
2019-07-21T00:00:00Z,440,509078
2019-07-21T00:00:00Z,740,164909
2019-07-21T00:00:00Z,PILAR 203,332751
2019-07-21T00:00:00Z,CN33/9,19454
2019-07-21T00:00:00Z,EXPRESO,104725
2019-07-21T00:00:00Z,CP25 A,27914
2019-07-21T00:00:00Z,C AZUL,19815
2019-07-21T00:00:00Z,35/9,84999
2019-07-21T00:00:00Z,LINEA A,78260
2019-07-21T00:00:00Z,CP33/9,49916
2019-07-21T00:00:00Z,MORENO 203,449845
2019-07-21T00:00:00Z,103,128273
2019-07-21T00:00:00Z,143,97644
2019-07-21T00:00:00Z,125,31373
2019-07-21T00:00:00Z,41,231251
2019-07-21T00:00:00Z,110,128586
2019-07-21T00:00:00Z,C NEGRA,24094
2019-07-21T00:00:00Z,128,74290
2019-07-21T00:00:00Z,145,85251
2019-07-21T00:00:00Z,146,88179
2019-07-21T00:00:00Z,142,136875
2019-07-21T00:00:00Z,144,46730
2019-07-21T00:00:00Z,102,46815
2019-07-21T00:00:00Z,101,56266
2019-07-21T00:00:00Z,130,45017
2019-07-21T00:00:00Z,129,36722
2019-07-21T00:00:00Z,RINCÓN,88363
2019-07-21T00:00:00Z,35/9 V,106346
2019-07-21T00:00:00Z,VILLA CONS,2575
2019-07-21T00:00:00Z,FABRICA,893
2019-07-21T00:00:00Z,C ROJA,688
2019-07-28T00:00:00Z,107,127881
2019-07-28T00:00:00Z,133,98310
2019-07-28T00:00:00Z,315,146330
2019-07-28T00:00:00Z,440,504731
2019-07-28T00:00:00Z,740,141849
2019-07-28T00:00:00Z,PILAR 203,286907
2019-07-28T00:00:00Z,CN33/9,20024
2019-07-28T00:00:00Z,EXPRESO,111896
2019-07-28T00:00:00Z,CP25 A,29956
2019-07-28T00:00:00Z,C AZUL,23271
2019-07-28T00:00:00Z,35/9,93150
2019-07-28T00:00:00Z,LINEA A,84073
2019-07-28T00:00:00Z,CP33/9,54504
2019-07-28T00:00:00Z,MORENO 203,391891
2019-07-28T00:00:00Z,103,136819
2019-07-28T00:00:00Z,143,105206
2019-07-28T00:00:00Z,125,34607
2019-07-28T00:00:00Z,41,244016
2019-07-28T00:00:00Z,110,137947
2019-07-28T00:00:00Z,C NEGRA,28349
2019-07-28T00:00:00Z,128,81140
2019-07-28T00:00:00Z,145,89520
2019-07-28T00:00:00Z,146,96549
2019-07-28T00:00:00Z,142,139901
2019-07-28T00:00:00Z,144,50136
2019-07-28T00:00:00Z,102,49313
2019-07-28T00:00:00Z,101,60867
2019-07-28T00:00:00Z,130,49268
2019-07-28T00:00:00Z,129,38929
2019-07-28T00:00:00Z,RINCÓN,104967
2019-07-28T00:00:00Z,35/9 V,114778
2019-07-28T00:00:00Z,VILLA CONS,2996
2019-07-28T00:00:00Z,FABRICA,5563
2019-07-28T00:00:00Z,C ROJA,927
2019-08-04T00:00:00Z,107,129433
2019-08-04T00:00:00Z,133,102974
2019-08-04T00:00:00Z,315,152041
2019-08-04T00:00:00Z,440,648928
2019-08-04T00:00:00Z,740,196212
2019-08-04T00:00:00Z,PILAR 203,355306
2019-08-04T00:00:00Z,CN33/9,21720
2019-08-04T00:00:00Z,EXPRESO,115071
2019-08-04T00:00:00Z,CP25 A,31085
2019-08-04T00:00:00Z,C AZUL,23205
2019-08-04T00:00:00Z,35/9,94500
2019-08-04T00:00:00Z,LINEA A,87265
2019-08-04T00:00:00Z,CP33/9,56471
2019-08-04T00:00:00Z,MORENO 203,456489
2019-08-04T00:00:00Z,103,140590
2019-08-04T00:00:00Z,143,110678
2019-08-04T00:00:00Z,125,36609
2019-08-04T00:00:00Z,41,268974
2019-08-04T00:00:00Z,110,145944
2019-08-04T00:00:00Z,C NEGRA,27606
2019-08-04T00:00:00Z,128,84519
2019-08-04T00:00:00Z,145,92722
2019-08-04T00:00:00Z,146,100181
2019-08-04T00:00:00Z,142,155190
2019-08-04T00:00:00Z,144,54630
2019-08-04T00:00:00Z,102,53578
2019-08-04T00:00:00Z,101,63934
2019-08-04T00:00:00Z,130,49545
2019-08-04T00:00:00Z,129,39686
2019-08-04T00:00:00Z,RINCÓN,105634
2019-08-04T00:00:00Z,35/9 V,118365
2019-08-04T00:00:00Z,VILLA CONS,3080
2019-08-04T00:00:00Z,FABRICA,5752
2019-08-04T00:00:00Z,C ROJA,814
2019-08-11T00:00:00Z,107,125958
2019-08-11T00:00:00Z,133,99730
2019-08-11T00:00:00Z,315,136785
2019-08-11T00:00:00Z,440,693367
2019-08-11T00:00:00Z,740,176544
2019-08-11T00:00:00Z,PILAR 203,360967
2019-08-11T00:00:00Z,CN33/9,21930
2019-08-11T00:00:00Z,EXPRESO,132889
2019-08-11T00:00:00Z,CP25 A,32039
2019-08-11T00:00:00Z,C AZUL,24629
2019-08-11T00:00:00Z,35/9,96252
2019-08-11T00:00:00Z,LINEA A,86504
2019-08-11T00:00:00Z,CP33/9,58225
2019-08-11T00:00:00Z,MORENO 203,472525
2019-08-11T00:00:00Z,103,135519
2019-08-11T00:00:00Z,143,109335
2019-08-11T00:00:00Z,125,35294
2019-08-11T00:00:00Z,41,280269
2019-08-11T00:00:00Z,110,138342
2019-08-11T00:00:00Z,C NEGRA,29578
2019-08-11T00:00:00Z,128,81518
2019-08-11T00:00:00Z,145,94167
2019-08-11T00:00:00Z,146,97429
2019-08-11T00:00:00Z,142,147182
2019-08-11T00:00:00Z,144,54728
2019-08-11T00:00:00Z,102,54656
2019-08-11T00:00:00Z,101,64461
2019-08-11T00:00:00Z,130,49975
2019-08-11T00:00:00Z,129,38946
2019-08-11T00:00:00Z,RINCÓN,112365
2019-08-11T00:00:00Z,35/9 V,98667
2019-08-11T00:00:00Z,VILLA CONS,2959
2019-08-11T00:00:00Z,FABRICA,5329
2019-08-11T00:00:00Z,C ROJA,913
2019-08-18T00:00:00Z,107,120062
2019-08-18T00:00:00Z,133,92077
2019-08-18T00:00:00Z,315,120577
2019-08-18T00:00:00Z,440,630200
2019-08-18T00:00:00Z,740,185272
2019-08-18T00:00:00Z,PILAR 203,348104
2019-08-18T00:00:00Z,CN33/9,20942
2019-08-18T00:00:00Z,EXPRESO,120139
2019-08-18T00:00:00Z,CP25 A,28172
2019-08-18T00:00:00Z,C AZUL,21901
2019-08-18T00:00:00Z,35/9,85179
2019-08-18T00:00:00Z,LINEA A,82640
2019-08-18T00:00:00Z,CP33/9,52299
2019-08-18T00:00:00Z,MORENO 203,469532
2019-08-18T00:00:00Z,103,131213
2019-08-18T00:00:00Z,143,102365
2019-08-18T00:00:00Z,125,33192
2019-08-18T00:00:00Z,41,257787
2019-08-18T00:00:00Z,110,133607
2019-08-18T00:00:00Z,C NEGRA,25877
2019-08-18T00:00:00Z,128,77701
2019-08-18T00:00:00Z,145,86181
2019-08-18T00:00:00Z,146,89640
2019-08-18T00:00:00Z,142,139376
2019-08-18T00:00:00Z,144,49370
2019-08-18T00:00:00Z,102,48424
2019-08-18T00:00:00Z,101,58752
2019-08-18T00:00:00Z,130,46425
2019-08-18T00:00:00Z,129,36364
2019-08-18T00:00:00Z,RINCÓN,102038
2019-08-18T00:00:00Z,35/9 V,83876
2019-08-18T00:00:00Z,VILLA CONS,2585
2019-08-18T00:00:00Z,FABRICA,437
2019-08-18T00:00:00Z,C ROJA,785
2019-08-25T00:00:00Z,107,129224
2019-08-25T00:00:00Z,133,100666
2019-08-25T00:00:00Z,315,155615
2019-08-25T00:00:00Z,440,677012
2019-08-25T00:00:00Z,740,159650
2019-08-25T00:00:00Z,PILAR 203,359793
2019-08-25T00:00:00Z,CN33/9,21400
2019-08-25T00:00:00Z,EXPRESO,126014
2019-08-25T00:00:00Z,CP25 A,30502
2019-08-25T00:00:00Z,C AZUL,22960
2019-08-25T00:00:00Z,35/9,91515
2019-08-25T00:00:00Z,LINEA A,84243
2019-08-25T00:00:00Z,CP33/9,54940
2019-08-25T00:00:00Z,MORENO 203,484579
2019-08-25T00:00:00Z,103,139695
2019-08-25T00:00:00Z,143,108958
2019-08-25T00:00:00Z,125,35063
2019-08-25T00:00:00Z,41,288123
2019-08-25T00:00:00Z,110,139185
2019-08-25T00:00:00Z,C NEGRA,27013
2019-08-25T00:00:00Z,128,83688
2019-08-25T00:00:00Z,145,93405
2019-08-25T00:00:00Z,146,96157
2019-08-25T00:00:00Z,142,150181
2019-08-25T00:00:00Z,144,56984
2019-08-25T00:00:00Z,102,55176
2019-08-25T00:00:00Z,101,66160
2019-08-25T00:00:00Z,130,50835
2019-08-25T00:00:00Z,129,39297
2019-08-25T00:00:00Z,RINCÓN,103006
2019-08-25T00:00:00Z,35/9 V,90570
2019-08-25T00:00:00Z,VILLA CONS,2937
2019-08-25T00:00:00Z,FABRICA,5396
2019-08-25T00:00:00Z,C ROJA,801
2019-09-01T00:00:00Z,107,128015
2019-09-01T00:00:00Z,133,99351
2019-09-01T00:00:00Z,315,141946
2019-09-01T00:00:00Z,440,670306
2019-09-01T00:00:00Z,740,164083
2019-09-01T00:00:00Z,PILAR 203,365057
2019-09-01T00:00:00Z,CN33/9,20705
2019-09-01T00:00:00Z,EXPRESO,125610
2019-09-01T00:00:00Z,CP25 A,28819
2019-09-01T00:00:00Z,C AZUL,23721
2019-09-01T00:00:00Z,35/9,89930
2019-09-01T00:00:00Z,LINEA A,81403
2019-09-01T00:00:00Z,CP33/9,55938
2019-09-01T00:00:00Z,MORENO 203,502774
2019-09-01T00:00:00Z,103,139581
2019-09-01T00:00:00Z,143,110989
2019-09-01T00:00:00Z,125,35342
2019-09-01T00:00:00Z,41,290824
2019-09-01T00:00:00Z,110,140087
2019-09-01T00:00:00Z,C NEGRA,28911
2019-09-01T00:00:00Z,128,82549
2019-09-01T00:00:00Z,145,91799
2019-09-01T00:00:00Z,146,96914
2019-09-01T00:00:00Z,142,151386
2019-09-01T00:00:00Z,144,55201
2019-09-01T00:00:00Z,102,52962
2019-09-01T00:00:00Z,101,64814
2019-09-01T00:00:00Z,130,49976
2019-09-01T00:00:00Z,129,39981
2019-09-01T00:00:00Z,RINCÓN,106839
2019-09-01T00:00:00Z,35/9 V,90196
2019-09-01T00:00:00Z,VILLA CONS,2456
2019-09-01T00:00:00Z,FABRICA,501
2019-09-01T00:00:00Z,C ROJA,830
2019-09-08T00:00:00Z,107,127933
2019-09-08T00:00:00Z,133,100579
2019-09-08T00:00:00Z,315,128637
2019-09-08T00:00:00Z,440,655950
2019-09-08T00:00:00Z,740,160783
2019-09-08T00:00:00Z,PILAR 203,351414
2019-09-08T00:00:00Z,CN33/9,20664
2019-09-08T00:00:00Z,EXPRESO,123101
2019-09-08T00:00:00Z,CP25 A,29328
2019-09-08T00:00:00Z,C AZUL,22702
2019-09-08T00:00:00Z,35/9,88102
2019-09-08T00:00:00Z,LINEA A,85318
2019-09-08T00:00:00Z,CP33/9,52278
2019-09-08T00:00:00Z,MORENO 203,504817
2019-09-08T00:00:00Z,103,139584
2019-09-08T00:00:00Z,143,107796
2019-09-08T00:00:00Z,125,35268
2019-09-08T00:00:00Z,41,281629
2019-09-08T00:00:00Z,110,137664
2019-09-08T00:00:00Z,C NEGRA,26623
2019-09-08T00:00:00Z,128,82262
2019-09-08T00:00:00Z,145,88311
2019-09-08T00:00:00Z,146,92464
2019-09-08T00:00:00Z,142,148569
2019-09-08T00:00:00Z,144,54483
2019-09-08T00:00:00Z,102,53128
2019-09-08T00:00:00Z,101,60438
2019-09-08T00:00:00Z,130,48869
2019-09-08T00:00:00Z,129,39468
2019-09-08T00:00:00Z,RINCÓN,102319
2019-09-08T00:00:00Z,35/9 V,87733
2019-09-08T00:00:00Z,FABRICA,490
2019-09-08T00:00:00Z,C ROJA,744
2019-09-08T00:00:00Z,VILLA CONS,2314
2019-09-15T00:00:00Z,107,130424
2019-09-15T00:00:00Z,133,103913
2019-09-15T00:00:00Z,315,151294
2019-09-15T00:00:00Z,440,687329
2019-09-15T00:00:00Z,740,161465
2019-09-15T00:00:00Z,PILAR 203,366614
2019-09-15T00:00:00Z,CN33/9,21851
2019-09-15T00:00:00Z,EXPRESO,126965
2019-09-15T00:00:00Z,CP25 A,30703
2019-09-15T00:00:00Z,C AZUL,23993
2019-09-15T00:00:00Z,35/9,84530
2019-09-15T00:00:00Z,LINEA A,87439
2019-09-15T00:00:00Z,CP33/9,55847
2019-09-15T00:00:00Z,MORENO 203,512185
2019-09-15T00:00:00Z,103,144423
2019-09-15T00:00:00Z,143,113075
2019-09-15T00:00:00Z,125,37042
2019-09-15T00:00:00Z,41,284726
2019-09-15T00:00:00Z,110,142368
2019-09-15T00:00:00Z,C NEGRA,28730
2019-09-15T00:00:00Z,128,85200
2019-09-15T00:00:00Z,145,93433
2019-09-15T00:00:00Z,146,96284
2019-09-15T00:00:00Z,142,154322
2019-09-15T00:00:00Z,144,56308
2019-09-15T00:00:00Z,102,54819
2019-09-15T00:00:00Z,101,62743
2019-09-15T00:00:00Z,130,50813
2019-09-15T00:00:00Z,129,41417
2019-09-15T00:00:00Z,RINCÓN,109308
2019-09-15T00:00:00Z,35/9 V,94596
2019-09-15T00:00:00Z,FABRICA,4471
2019-09-15T00:00:00Z,C ROJA,716
2019-09-15T00:00:00Z,VILLA CONS,2642
2019-09-22T00:00:00Z,107,130877
2019-09-22T00:00:00Z,133,104780
2019-09-22T00:00:00Z,315,158410
2019-09-22T00:00:00Z,440,684252
2019-09-22T00:00:00Z,740,166170
2019-09-22T00:00:00Z,PILAR 203,360214
2019-09-22T00:00:00Z,CN33/9,21976
