Semana,Linea,LTS,KM,Consumo
2019-08-18,L315,19165.78,104263.499,18.3820610125505
2019-08-11,L315,19211.87,104797.678,18.332343203253
2019-08-04,L315,22683.2899999999,98488.6600000001,23.0313723427651
2019-07-28,L315,17123.81,81763.601,20.9430722113132
2019-07-28,L440,72055.270000001,311264.170000001,23.1492336557725
2019-07-21,L315,12987.78,66127.534,19.6405025476982
2019-07-14,L315,16638.45,77524.035,21.4623116559916
2019-07-07,L315,22474.48,87017.0040000001,25.8276876551622
2019-06-30,L315,23527.38,98562.8799999999,23.8704266758439
2019-06-23,L315,16083.39,90734.439,17.7257832607529
2019-06-16,L315,13374.1,45403.057,29.4563866041003
2019-06-09,L315,20384.74,77752.57,26.2174485036315
2019-06-02,L315,22445.43,83374.01,26.9213751383675
2019-05-26,L315,11274,56632.03,19.9074622611974
2019-05-19,L315,14819.87,72562.153,20.4236911217339
2019-05-12,L315,10341.04,64381.205,16.0622032470501
2019-05-05,L315,19288.24,66017.841,29.2167082531524
2019-04-28,L315,15002.86,61357.372,24.4516013495494
2019-04-21,L315,20799.19,71505.512,29.0875338393493
2019-04-14,L315,19832.28,73837.601,26.8593233412336
2019-04-07,L315,18812.72,81534.381,23.0733584645722
2019-03-31,L315,17460.58,75164.324,23.2298769825962
2019-03-24,L315,20009.47,73624.394,27.1777720846164
2019-03-17,L315,20363.08,67955.492,29.965319065014
2019-03-10,L315,19481.91,62647.93,31.0974520626619
2019-03-03,L315,16292.6,60937.116,26.7367428415877
2019-01-06,L315,13087.65,47393.169,27.6150556634016
2023-02-19,L440,59474.56,167500.67,35.5070579717681
2022-07-17,L440,62207.19,186365.89,33.3790641624387
2022-07-03,L440,76020.36,218496.35,34.7925079755337
2022-06-19,L440,76612.7299999999,219938.04,34.8337786405662
2022-06-12,L440,67646.56,198859.57,34.0172514704723
2022-06-05,L440,78643.07,244689.58,32.1399341974431
2022-05-22,L440,70615.74,213471.99,33.0796279174612
2022-04-24,L440,77131.42,242749.86,31.7740327430055
2022-02-27,L440,64045.5,190420.12,33.6337882782555
2022-02-20,L440,63648.12,190990.59,33.3252648729972
2022-02-13,L440,58242,174715.86,33.3352679029826
2022-02-06,L440,67221.2900000001,201033.17,33.4379097737951
2022-01-30,L440,60274.0300000001,181941.44,33.1282581912071
2022-01-23,L440,55468.89,173939.53,31.8897550200348
2021-12-19,L440,78235.7600000001,240744.57,32.4974141680538
2021-12-12,L440,75914.52,247588.57,30.6615608305343
2021-12-05,L440,68695.4700000001,208532.56,32.9423232515824
2021-11-28,L440,71162.2199999999,228944.64,31.0827193857869
2021-11-21,L440,68492.78,208186.94,32.8996525910799
2021-11-07,L440,76231.7200000001,228169.12,33.4101827626806
2021-10-31,L440,74760.26,227220.16,32.9021245297953
2021-10-24,L440,75059.15,222941.58,33.6676316728355
2021-10-17,L440,74421.62,223609.69,33.2819297768357
2021-10-10,L440,72926.2200000001,238783.41,30.5407398277795
2021-10-03,L440,70541.9100000001,211924.3,33.2863715958954
2021-09-26,L440,72863.65,236247.95,30.8420242376706
2021-09-19,L440,71299.74,223598.39,31.8874120694697
2021-09-12,L440,72858.96,218847.13,33.2921706581211
2021-09-05,L440,72298.9600000001,238358.68,30.3320021742024
2021-08-29,L440,70546.7,214659.46,32.864472872521
2021-08-22,L440,62089.61,211005.76,29.4255521744999
2021-08-15,L440,70341.89,215170.48,32.6912362699567
2021-08-08,L440,65580.48,209854.27,31.2504863494081
2021-08-01,L440,69640.62,214430.15,32.4770653753681
2021-07-25,L440,70766.29,206333.56,34.2970334055206
2021-07-18,L440,65335.5599999999,199448.3,32.7581433383989
2021-07-11,L440,69762.02,211586.67,32.9708955672869
2021-07-04,L440,63382.19,193555.01,32.7463443080084
2021-06-27,L440,72271.29,218191.42,33.1228835670991
2021-06-20,L440,61277.69,186213.4,32.9072397582559
2021-06-13,L440,59174.73,191027.96,30.976999387943
2021-06-06,L440,67247.65,207653.89,32.3844884389115
2021-05-30,L440,59742.98,190215.62,31.4080305287231
2021-05-16,L440,68218.4800000001,222804.99,30.6180216161227
2021-05-09,L440,68187.01,225608.971,30.2235366340996
2021-05-02,L440,69187.21,233584.594,29.6197659337071
2021-04-25,L440,65173.72,215769.9,30.2051954419963
2021-04-18,L440,64365.87,213086.11,30.2065066559242
2021-04-11,L440,65334.28,214675.98,30.4339032247576
2021-04-04,L440,70769.26,224491.58,31.5242380137376
2021-03-28,L440,59330.27,188234.9,31.5192719309756
2021-03-21,L440,57554.3900000001,197000.91,29.2152914420548
2021-03-14,L440,67348.7799999999,214038.871,31.4656770918961
2020-03-15,L440,63658.3900000001,239794.067,26.547108023319
2020-03-08,L440,78500.5100000001,242363.141,32.3896239651392
2020-03-01,L440,80064.45,259309.331,30.8760389343644
2020-02-16,L440,64033.8500000001,202681.107,31.5933985894403
2020-02-09,L440,64270.92,203484.684,31.5851388598858
2020-02-02,L440,66209.41,213880.191,30.9563076834918
2020-01-26,L440,66056.1600000001,213810.706,30.8946924294802
2020-01-19,L440,65978.96,213656.177,30.8809045104275
2020-01-12,L440,64288.1400000001,211942.521,30.3328183965501
2020-01-05,L440,65065.06,212823.359,30.5723301735878
2019-12-22,L440,63209.19,204165.784,30.9597371124635
2019-12-15,L440,77777.6999999999,247908.734,31.3735215153815
2019-12-08,L440,78388.0499999998,249029.307,31.4774397215826
2019-12-01,L440,78631.17,257333.511,30.5561330486801
2019-11-03,L440,84365.58,265735.33,31.7479726914746
2019-10-27,L440,80129.38,259505.218,30.8777529089993
2019-10-20,L440,82901.39,259348.311,31.9652708283879
2019-10-13,L440,75962.68,240117.785,31.6355908413865
2019-10-06,L440,83765.63,263445.85,31.7961471019567
2019-09-29,L440,83504.6900000001,268874.509,31.0571241247716
2019-09-22,L440,75396.8399999999,264602.313,28.4943994423813
2019-09-15,L440,75812.4200000001,258922.43,29.2799739288713
2019-09-08,L440,74034.5000000001,263286.192,28.1194009596979
2019-09-01,L440,66283.7,252014.273,26.301565864089
2019-08-25,L440,85975.0600000009,335179.445999999,25.650457098733
2019-08-18,L440,77146.6500000013,329481.403,23.4145688641496
2019-08-11,L440,72747.5300000012,317524.921000001,22.9108095739046
2019-08-04,L440,91228.1400000008,366161.028,24.914759634114
2019-07-21,L440,78275.3500000007,343108.742,22.813569116231
2019-07-14,L440,81571.6800000008,313203.860000001,26.0442767212386
2019-07-07,L440,82692.1600000007,349440.198,23.6641807305755
2019-06-30,L440,84204.5300000009,391152.148,21.5273086011536
2019-06-23,L440,64476.64,260667.735,24.7351825111765
2019-06-16,L440,55752.4800000001,198931.665,28.0259454923881
2019-06-09,L440,74350.7499999999,255720.031,29.0750590437712
2019-06-02,L440,77414,274286.893,28.2237328781146
2019-05-26,L440,54128.4100000001,225675.388,23.9850745266028
2019-05-19,L440,62210.98,281031.954,22.1366215174236
2019-05-12,L440,59907.2,229988.088,26.0479577533598
2019-05-05,L440,89939.52,282081.315,31.884252950253
2019-04-28,L440,59776.2199999999,212556.256,28.1225408863054
2019-04-21,L440,78445.9500000002,277324.386,28.2867118652884
2019-04-14,L440,72428.48,252152.902,28.7240318971225
2019-04-07,L440,76112.43,280927.45,27.0932690984808
2019-03-31,L440,72341.26,274708.392,26.3338369364413
2019-03-24,L440,73715.12,281487.016,26.1877514094647
2019-03-17,L440,79971.1199999999,282473.344,28.3110324208149
2019-03-10,L440,84736.48,292071.754,29.0122132111412
2019-03-03,L440,71209.43,248821.701,28.6186573413064
2019-02-24,L440,63352.3499999999,217903.584,29.0735695288059
2019-02-17,L440,70373.9900000002,240542.967,29.2563074604465
2019-02-10,L440,64139.0499999999,227840.786,28.1508201959942
2019-02-03,L440,65407.4200000001,209355.316,31.2423019628506
2019-01-27,L440,65432.61,213940.795,30.5844474402369
2019-01-20,L440,63798.43,209746.404,30.4169362541252
2019-01-13,L440,68265.1000000002,217110.569,31.4425503624378
2019-01-06,L440,62211.33,212456.049,29.2819763394922
2018-12-30,L440,33289.1100000001,103483.954,32.1683784908335
2023-10-15,L315,26414.96,69815.74,37.835250331802
2023-09-24,L315,22429.32,66798.55,33.5775552014228
2023-08-20,L315,24227.06,66459.28,36.4539910754375
2023-07-23,L315,20800.29,57304.9,36.2975766470232
2023-07-09,L315,22273.01,61320.37,36.3223672655596
2022-11-20,L315,21923.34,58501.97,37.4745329088918
2022-01-16,L440,49881.55,157414.53,31.6880214297879
2022-01-09,L440,50006.87,169626.95,29.4804982345082
2022-01-02,L440,58404.64,190291.87,30.6921362431301
2021-12-26,L440,45188.21,155999.57,28.9668811266595
2021-11-14,L440,75747.8000000001,225835.07,33.5412033215214
2021-05-23,L440,52372.3,175006.32,29.9259478171988
2021-03-07,L440,63859.1800000001,207511.86,30.773749510028
2021-02-28,L440,60313.18,187390.97,32.1857451295545
2021-02-21,L440,58462.43,182817.44,31.9785847564653
2021-02-07,L440,57572.9899999999,188009.85,30.6223264366202
2021-01-31,L440,57060.15,178934.11,31.8889170991489
2021-01-24,L440,51896.63,181474.88,28.5971424805461
2020-12-20,L440,51482.42,164227.41,31.3482505752237
2020-12-13,L440,62226.0500000001,197124.59,31.5668633730576
2020-12-06,L440,57008.45,179584.87,31.7445729141881
2020-11-29,L440,63294.11,204046.34,31.0194782224469
2020-11-22,L440,54529.56,192270.64,28.360835538905
2020-11-15,L440,61999.1899999999,209691.23,29.5668970037516
2020-11-08,L440,61679.85,212269.4,29.0573441108328
2020-11-01,L440,60138.87,200550.324,29.986922384628
2019-11-24,L440,82457.62,264551.719,31.1688089994985
2019-11-17,L440,75844.7299999999,244943.643,30.9641552934688
2019-11-10,L440,82678.9599999999,259743.398,31.8310150081273
2020-02-23,L440,59618.76,186747.302,31.9248306998298
2021-11-28,L315,21288.24,61635.4,34.5389824678675
2021-11-14,L315,16602.25,46758.36,35.5064848296647
2020-03-22,L440,34158.05,125500.554,27.2174495739676
2023-11-05,L315,25944.39,69137.9,37.5255684653425
2023-10-01,L315,23235.99,63260.32,36.7307500183369
2023-09-10,L315,22518.82,61732.32,36.4781689721041
2023-08-06,L315,26034.37,66739.15,39.0091423100235
2023-06-18,L315,19318.55,53182.12,36.3252724787955
2023-04-09,L315,26394.72,72800.43,36.256269365442
2023-04-02,L315,18567.18,50005.17,37.1305207041592
2021-02-14,L440,45387.61,144212.72,31.4726814666556
2021-01-17,L440,41744.62,209469.53,19.9287314006958
2021-01-10,L440,35666.2,116382.93,30.6455594475925
2021-01-03,L440,56019.5099999999,178708.21,31.3469146157303
2020-12-27,L440,51780.47,178604.1,28.9917588677976
2020-10-25,L440,54395.41,209120.261,26.0115446202508
2020-10-18,L440,51866.59,213059.42,24.3437206390593
2020-10-11,L440,55230.04,206160.58,26.7898159774289
2020-10-04,L440,49636.66,174973.84,28.3680463319546
2020-09-27,L440,64295.92,206555.72,31.1276395541116
2020-09-20,L440,56935.09,194296.88,29.3031416665054
2020-09-13,L440,56717.14,190350.49,29.7961618065706
2020-09-06,L440,57449.13,197647.63,29.0664401085912
2020-08-09,L440,56244.9299999999,192264.82,29.253885344183
2023-02-26,L440,69270.76,192418.47,36.0000575828298
2023-02-12,L440,60939.8,179165.71,34.0130932420048
2023-02-05,L440,67066.4900000001,197994.85,33.8728456826023
2023-01-22,L440,67388.1199999999,193795.39,34.7728188993556
2023-01-15,L440,63595.29,184763.44,34.4198451814926
2023-01-08,L440,66985.51,194112.73,34.5085610820063
2023-01-01,L440,63022.56,187173.11,33.6707340066103
2022-12-25,L440,65829.01,194412.37,33.8605048639652
2023-10-22,L740,23422.74,62719.35,37.3453168758924
2023-09-03,L315,24547.23,67155.75,36.552685362013
2023-07-16,L315,22032.31,61530.89,35.8069093426082
2023-05-28,L315,27485.33,81597.02,33.6842325859449
2019-12-29,L440,55576.9100000001,187221.514,29.6851087316814
2021-07-18,L740,17635.57,51019.98,34.5660072779331
2020-05-10,L440,52354.9200000001,184880.565,28.3182388586924
2020-03-29,L440,38427.39,135726.034,28.3124680413192
2023-04-16,L315,21880.4,58066.63,37.6815392937389
2023-03-26,L315,25813.65,68633.23,37.6110085449862
2023-03-19,L315,17816.04,48086.86,37.0497054704757
2023-03-05,L315,22734.79,59914.65,37.9452938471642
2023-02-26,L315,21543.41,55817.56,38.596115630995
2023-02-19,L315,19155.17,49881.39,38.4014358862092
2023-02-12,L315,21389.84,55272.39,38.698959824245
2023-02-05,L315,20389.39,55238.9,36.9112889648418
2022-12-25,L315,18242.59,49751.31,36.6675570954815
2022-11-13,L740,23480.27,65099.93,36.0680418550374
2022-11-06,L740,23505.98,65381.92,35.9518044132078
2022-10-30,L740,24075.56,75583.95,31.8527412235005
2022-08-14,L315,23241.21,62424.15,37.231119686852
2022-08-07,L315,25333.07,67765.94,37.3831898443377
2022-07-31,L315,23549.76,63551.19,37.0563635393767
2022-07-10,L315,24657.34,68231.11,36.1379728396622
2022-02-20,L315,19016.97,48075.38,39.5565672075811
2022-02-06,L315,15936.82,42301.86,37.6740408104987
2022-01-30,L315,16188.42,89094.77,18.1698880865847
2021-12-05,L315,19434.48,55955.04,34.7323136575364
2021-11-28,L740,21650.62,63605.83,34.0387351285252
2021-11-21,L315,16545.65,46612.87,35.4958834330519
2021-11-21,L740,19307.35,55051.17,35.0716433456364
2021-11-07,L315,16294.15,52371.77,31.112467651943
2021-10-31,L315,15790.04,43877.39,35.9867348536456
2021-10-24,L315,15410.02,43638.82,35.3126413592302
2021-10-17,L315,13151.47,36383.37,36.1469264666797
2021-10-10,L315,10676.11,33973.74,31.4245944073275
2021-03-07,L315,15154.66,48564.24,31.2053889858052
2019-12-15,L315,21028.59,62304.521,33.7513067470657
2019-01-20,L315,14604.43,51044.132,28.6113788750488
2023-07-23,L740,20635.68,58694.57,35.1577326488634
2023-07-09,L740,22919.62,61325.35,37.3738103410743
2023-07-02,L740,17529.07,47307.14,37.0537512942021
2023-05-14,L740,23770.42,64847.88,36.6556624518797
2021-08-22,L740,18539.86,62710.85,29.5640387588431
2020-08-30,L440,50609.54,182417.77,27.7437554466322
2020-08-23,L440,61397.45,203825.55,30.1225484243756
2020-08-16,L440,54256.07,187983.56,28.862135603773
2020-08-02,L440,56378.26,193015.21,29.2092317491455
2020-07-26,L440,55143.42,194672.28,28.3262825092509
2020-07-19,L440,54167.27,192852.859,28.0873564855992
2020-07-05,L440,46579.73,167434.637,27.8196500046761
2020-06-21,L440,52728.48,184437.554,28.5887981359805
2023-06-25,L740,22137.41,61916.82,35.7534673130823
2023-02-05,L740,20154.38,57154.04,35.2632639792393
2020-06-28,L440,52447.76,186116.297,28.1801007463629
2020-06-14,L440,53599.19,182651.932,29.3449893538493
2020-05-31,L440,55684.26,192971.484,28.85621172919
2020-05-24,L440,51398.37,181623.465,28.2994105414738
2020-05-17,L440,56737.05,200370.491,28.3160707531529
2020-04-12,L440,48461.9,177012.237,27.3777117454315
2020-04-05,L440,35190.61,130762.665,26.9118176812931
2022-10-02,L740,22327.92,62738.26,35.5890010338189
2020-11-22,L315,11907.9,47053.06,25.3073870222255
2020-11-15,L315,15538.36,48989.26,31.7178908193347
2023-09-17,L740,22867.77,61489.44,37.1897516061294
2023-01-22,L315,17606.77,48448.36,36.3413126883965
2020-05-03,L440,52333.98,190655.78,27.4494589149094
2020-04-26,L440,45864.17,161250.837,28.4427484863226
2020-04-19,L440,47169.3500000001,168667.842,27.9658229100957
2020-12-27,L315,14095,46197.47,30.5103288123787
2020-10-25,L315,13510.17,54374.49,24.8465226984198
2022-04-24,L740,22190.59,65430.89,33.9145470893029
2022-10-16,N339,8856.92,30974.389,28.5943332086389
2020-03-15,LI41,36281.53,79403.64,45.6925274458451
2020-12-06,LI41,29808.09,64392.12,46.2915182789447
2020-10-18,LI41,35241.15,73520.56,47.9337344546886
2020-04-12,LI41,27633.73,68296.4400000001,40.4614501136516
2020-02-09,LI41,39232.55,71894.9100000001,54.5693012203506
2021-05-23,203M,77544.88,191642.88,40.4632199223889
2021-05-16,203M,91596.3500000001,217678.45,42.0787404540965
2021-05-09,203M,96696.0599999999,232563.56,41.5783366921283
2020-09-13,LI41,34803.95,74796.97,46.5312298078385
2020-08-30,LI41,37645.49,83948.92,44.843328538354
2019-11-24,LI41,47361.91,89242.08,53.071275344546
2020-11-22,LI41,35700.19,74809.35,47.7215615427751
2020-08-02,LI41,35618.06,83754.33,42.5268281651826
2020-07-26,LI41,35477.05,81003.69,43.7968319714818
2023-11-12,L103,5551.81,11463.382,48.4308208519964
2021-02-14,LI41,29165.58,56657.57,51.4769341501938
2020-01-26,LI41,39892.82,73747.16,54.0940424010904
2020-07-19,LI41,32614.74,77837.14,41.9012569064074
2023-05-28,203M,98560.86,237736.54,41.4580190323288
2023-04-30,203M,97445.23,237919.09,40.9572977099063
2023-04-23,203M,104837.66,233269.97,44.9426302065371
2023-03-26,203M,103891.76,230197.74,45.1315290932048
2023-03-19,203M,101889.38,221680.11,45.9623463737906
2023-03-05,203M,115576.33,229277.08,50.4090203870356
2022-09-11,203M,103379.11,233924.85,44.1932996857753
2022-08-14,203M,98153.8200000001,222554,44.1033726646118
2022-08-07,203M,90393.23,246750.59,36.6334402685724
2022-07-31,203I,95538.22,249917.11,38.227962863367
2022-04-03,LI41,47548.37,89341.1299999999,53.2211423786559
2021-09-19,203M,96916.64,222126.88,43.6312075332801
2021-09-12,203M,99539.5799999999,226991.9,43.8515999910128
2021-09-12,LI41,41900.49,83320.52,50.2883203321342
2021-09-05,203M,96916.75,224101.5,43.246810039201
2021-08-29,203M,96354.9900000001,226243.77,42.589013611292
2021-08-22,203M,95200.6700000001,224473.26,42.4106951536232
2021-08-15,203M,87452.66,204807.444,42.6999420978077
2021-08-08,203M,95215.8500000001,222468.78,42.7996458649165
2021-08-01,203M,92159.77,213817.26,43.1021190712107
2021-07-25,203M,88428.0600000001,211631.59,41.7839605136455
2021-07-18,203M,89740.2599999999,214951.02,41.7491668567099
2021-07-11,203M,88429.62,207696.93,42.5762768857488
2021-07-04,203M,82585.7100000001,192887.39,42.8155049430655
2021-06-27,203M,91266.9599999999,207705.42,43.9405769960168
2021-06-20,203M,85697.31,200214.97,42.8026485731811
2021-06-13,203M,87173.8300000001,205899.49,42.3380504730731
2022-10-02,N339,8148.73,28416.373,28.6761790464955
2020-01-19,LI41,39749.26,84220.3599999999,47.1967348512878
2023-09-03,L740,22821.49,61041.5,37.3868433770468
2022-11-27,L740,23090.91,64428.46,35.8396118733864
2020-05-10,L315,11952.4,38929.81,30.7024359995592
2020-02-16,L315,16635.84,48673.932,34.1781305032024
2021-07-11,L110,18505.36,36780.127,50.3134749915355
2023-11-05,L126,5833.32,14569.381,40.0382143894789
2021-05-23,L110,6412.33,16368.99,39.1736448003206
2022-01-09,L103,18343.06,34808.99,52.6963293103305
2021-08-22,203I,93686.38,264176.15,35.4636026000076
2020-07-19,359V,476,1077.789,44.164488596562
2020-07-12,359V,76.05,257.417,29.5435033428251
2019-06-23,N339,24218.68,106299.714,22.7833914962367
2019-06-16,N339,23532.41,107229.991,21.9457353120546
2019-06-02,N339,23565.34,103037.4,22.8706663793923
2019-05-26,N339,18380.61,75503.406,24.3440805835965
2019-05-19,N339,22870.62,89422.8810000001,25.5758031325338
2019-05-12,N339,22649.28,84999.502,26.646367881073
2019-03-31,N339,23335.47,86986.423,26.8265657963657
2019-03-03,N339,21914.53,85715.882,25.5664755336706
2019-02-03,N339,20643.52,77095.586,26.7765264797391
2019-01-20,N339,21998.11,80010.605,27.4939928275758
2023-05-28,L740,21649.6,59733.52,36.2436367386352
2023-03-12,L740,22088.39,60809.65,36.323823603655
2021-12-12,L740,22763.59,73500.01,30.970866534576
2020-12-06,L315,14067.07,44542.81,31.5810116155672
2020-11-08,L315,16089.99,52054.33,30.9099934625995
2018-12-30,L315,7567.29,24775.873,30.5429802614826
2021-07-25,L315,15836.43,47511.13,33.3320424077474
2021-02-07,L315,13982.81,50939.98,27.4495788965759
2021-01-31,L315,14502.88,53936.6,26.8887545748156
2021-01-24,L315,10969.89,45491.22,24.1143016168834
2021-01-17,L315,8069,87978.98,9.17150892179018
2020-11-29,L315,15264.06,50085.25,30.4761581503537
2020-11-01,L315,15931.16,50343.59,31.6448628315939
2020-03-22,L315,11002.18,38912.5,28.2741535496306
2020-03-01,L315,19646.26,59626.055,32.9491193069875
2020-01-19,L315,15491.34,45976.163,33.6942863196304
2020-01-12,L315,16031.03,46269.006,34.647448445294
2020-01-05,L315,16009.46,46751.648,34.2436270909637
2019-12-22,L315,16659.84,49767.848,33.4751062573572
2019-02-24,L315,15241.05,51395.024,29.6547191027676
2019-02-17,L315,15133.77,49908.968,30.3227468057444
2019-02-03,L315,15398.09,51335.69,29.9949021820881
2021-03-14,L740,19905.31,57154.8500000001,34.8269831869035
2023-08-13,L740,22287.65,60929.64,36.5793232981518
2023-08-06,L740,23897.25,62702.44,38.1121532112626
2023-09-10,L740,21875.58,58752.18,37.2336481812249
2020-07-26,L315,14564.89,47504.29,30.6601572194848
2022-04-10,L740,19509.68,62498.41,31.2162821422177
2022-04-03,L740,24897.7,69266.89,35.9445905540151
2022-03-27,L740,21810.53,60157.36,36.2557964644725
2022-03-20,L740,22108.36,61153.11,36.1524704140149
2022-03-13,L740,23238.19,64820.32,35.8501624182047
2022-03-06,L740,22424.94,68263.75,32.8504367252019
2022-02-27,L740,19697.69,54851.78,35.9107580465028
2022-01-30,L740,18545.5,53646.36,34.5699130379023
2021-05-02,L315,16691.8,57636.57,28.9604325864637
2020-01-26,L315,15416.14,45532.41,33.8575094092318
2019-02-10,L315,14538.06,48195.484,30.1647764342402
2019-01-27,L315,14877.27,54378.727,27.358621322636
2019-01-13,L315,16352.86,51707.822,31.6255053249003
2022-07-10,L740,24384.94,64813.02,37.6235207061791
2021-12-19,L740,24815.51,75717.56,32.7737845752029
2021-12-05,L740,21826.13,60721.44,35.9446844475362
2020-12-20,L315,12301.65,40315.58,30.513389612651
2023-03-19,L740,19625.63,54019.09,36.3309156077972
2020-02-02,L740,19982.68,55293.6,36.1392276863869
2023-07-23,L122,22310.72,51239.752,43.541818859701
2022-05-29,L122,22410.94,49617.337,45.1675590731522
2022-05-22,L122,21589.99,49762.694,43.385894662375
2021-04-04,LI41,40742.54,80128.54,50.8464774224016
2019-08-18,L128,13554.61,29295.977,46.2678203222238
2019-08-18,L145,18668.95,41389.518,45.1055023158279
2019-08-11,L145,18892.5,40664.625,46.459299698448
2019-08-04,L145,20290.81,43938.924,46.1795787261427
2019-07-28,L145,19451.4,45301.23,42.9379069839826
2020-10-04,L103,14227.05,37771.14,37.6664564532604
2020-09-27,L103,14157.92,37806.337,37.4485367360504
2020-05-03,L102,3874.18,10607.067,36.5245170978933
2020-04-26,L102,3454.28,10316.82,33.4820225612156
2020-04-12,L102,3638.11,11506.154,31.6188189381091
2020-03-29,L102,2976.1,8876.805,33.5267024565708
2020-03-22,L102,3440.92,9285.27,37.0578346133176
2020-03-15,L102,8153.12,21571.845,37.7951909074073
2020-03-01,L102,11715.95,22477.849,52.122202618231
2020-02-23,L102,6800.92,15208.94,44.7165943188677
2020-02-16,L102,7176.54,15639.245,45.8880208091887
2020-02-09,L102,9532.18,19201.176,49.6437301548614
2020-02-02,L102,9222.96,18088.586,50.9877333695403
2020-01-26,L102,8212.76,17052.819,48.1607175916193
2020-01-19,L102,9444.46,17330.878,54.4949886555084
2021-02-21,L129,24.35,117.703,20.6876630162358
2023-05-21,L133/125,12776.9,31786.337,40.196201279814
2019-04-14,L128,9962.35,25835.409,38.5608371827982
2019-02-17,L130,6283.56,13586.621,46.248143670159
2019-02-10,L130,7879.28,22653.952,34.781039528997
2019-02-03,L130,2010.6,9556.971,21.0380464689074
2018-12-30,L130,5074.85,8902.203,57.0066757632914
2021-06-20,203I,76610.48,212662.82,36.0243882781203
2023-07-30,L103,23346.19,66904.349,34.8948765647507
2020-10-18,L102,3631.43,9587.205,37.8778799451978
2020-10-04,L102,3138.22,8209.327,38.2274941660869
2020-06-28,L102,1534.07,4228.51,36.2792094614888
2020-06-21,L102,2018.19,6740.096,29.9430453216097
2020-06-14,L102,3159.63,8696.269,36.3331677067487
2020-06-07,L102,3568.27,9182.431,38.8597529347076
2020-05-31,L102,1949.59,5968.121,32.6667304500026
2020-04-19,L102,3225.42,9161.507,35.2062166191654
2021-09-26,203I,89022.24,239726.5,37.1349183340181
2020-05-10,L102,419.66,1670.816,25.1170685461475
2023-10-22,L140,11249.77,26211.832,42.9186712321367
2020-08-02,L102,2480.39,8397.786,29.5362372892093
2020-03-01,L133,23462.6,49691.821,47.2162209551548
2023-09-10,L138,10236.41,22725.58,45.0435588442627
2022-08-21,L138,9152.59,21865.285,41.8590016091718
2023-10-15,L101,9016.06,19927.877,45.2434546841091
2023-09-24,L101,9997.12,22168.731,45.095589819733
2023-09-17,L101,9937.39,22320.382,44.5215946572958
2023-09-10,L101,10190.33,23099.933,44.1141106340006
2023-07-23,L103,19843.02,47196.055,42.0438106532421
2022-06-19,L126,5381.16,11745.934,45.8129596164937
2022-06-12,L126,4777.63,10352.472,46.1496539184071
2023-02-12,L140,9800.46,20507.672,47.7892371206249
2023-02-05,L128,11340.46,22307.494,50.8369967509573
2019-07-14,L740,27979.2699999999,99789.1160000001,28.0383984962847
2023-07-16,L103,20133.35,47527.705,42.3612922189279
2023-04-23,L740,22714.11,63011.64,36.0474826555855
2020-07-12,L315,13828.17,48270.214,28.6474180537091
2023-11-12,L740,7290.09,18361.93,39.7021990607741
2023-11-05,L740,19575.94,52120.9,37.5587144504412
2023-10-29,L740,22554.58,62375.98,36.1590791840064
2023-10-15,L740,21529.99,57343.92,37.5453753423205
2023-10-08,L740,21148.42,55678.15,37.9833381676654
2023-10-01,L740,23755.73,63836.51,37.2133908949597
2023-09-24,L740,23718.18,63494.46,37.3547235459598
2023-08-27,L740,21235.75,56979.12,37.269354107259
2023-08-20,L740,22258.08,59532.94,37.3878394045381
2023-07-30,L740,21020.82,57198.61,36.7505783794396
2023-07-16,L740,22111.5,59400.67,37.2243276043856
2023-06-18,L740,18524.07,50407.51,36.7486313051369
2023-06-11,L740,22407.62,62774.28,35.6955428242268
2023-06-04,L740,24707.71,66874.13,36.946589062168
2023-05-21,L740,19551.52,55222.39,35.4050594333204
2023-05-07,L740,22804.93,62589.24,36.435863416779
2023-04-30,L740,20655.49,57281.93,36.0593471623599
2023-04-16,L740,24018.74,65301.37,36.7813722744255
2023-04-09,L740,23425.72,62797.2,37.3037651360252
2023-04-02,L740,16638.3,44109.56,37.7203943997628
2023-03-26,L740,22919.78,62656.22,36.5802150209509
2023-03-05,L740,22864.42,63104.4,36.2326874195777
2023-02-26,L740,19120.39,51876.03,36.85785130435
2023-02-19,L740,17339.17,49581.9,34.9707655414577
2023-02-12,L740,20489.22,55249.95,37.084594646692
2023-01-29,L740,19156.5,52704.15,36.3472326183042
2023-01-22,L740,18394.32,51866.68,35.4646181324889
2023-01-15,L740,19795.85,56635.82,34.9528796440133
2023-01-08,L740,19327.46,55030.11,35.1216088792118
2023-01-01,L740,19404.55,56509.44,34.3385990022198
2022-12-25,L740,20615.81,57872.95,35.6225317700238
2022-12-18,L740,19659.7,53670.02,36.6306925169769
2022-12-11,L740,22989.49,61455.5200000001,37.4083402109363
2022-12-04,L740,19040.17,53487.02,35.5977394141607
2022-11-20,L740,22070.27,61366.84,35.9644883132324
2022-10-23,L740,23972.84,66921.19,35.8224950871316
2022-10-16,L740,24617.98,69284.88,35.5315329982531
2022-10-09,L740,21398.43,59703.09,35.8414112234392
2022-09-25,L740,22127.21,62239.42,35.5517612471324
2022-09-18,L740,23587.66,66810.24,35.3054561695932
2022-09-11,L740,23488.8,64561.64,36.3819754268943
2022-09-04,L740,23139.71,64791.38,35.7141798801013
2022-08-28,L740,21201,59065.77,35.8938857480399
